mes,response_code,Estatus,membership_number,Owner,qty
01/02/24 0:00,12,Soft Codes,9263652,WELL TALK (PROPIA),22
01/02/24 0:00,12,Soft Codes,9263653,WELL TALK (PROPIA),23
01/02/24 0:00,12,Soft Codes,9263654,WELL TALK (PROPIA),25
01/02/24 0:00,12,Soft Codes,9267088,WELL TALK (PROPIA),16
01/02/24 0:00,12,Soft Codes,9267090,WELL TALK (PROPIA),28
01/02/24 0:00,12,Soft Codes,9267092,WELL TALK (PROPIA),26
01/02/24 0:00,12,Soft Codes,9267095,WELL TALK (PROPIA),19
01/02/24 0:00,12,Soft Codes,9267098,WELL TALK (PROPIA),17
01/02/24 0:00,12,Soft Codes,9268933,GPTM (PROPIA),2
01/02/24 0:00,12,Soft Codes,9277028,CAPADOLA (PROPIA),11
01/02/24 0:00,12,Soft Codes,9277031,CAPADOLA (PROPIA),10
01/02/24 0:00,12,Soft Codes,9277036,CAPADOLA (PROPIA),14
01/02/24 0:00,12,Soft Codes,9277041,CAPADOLA (PROPIA),11
01/02/24 0:00,12,Soft Codes,9277044,CAPADOLA (PROPIA),12
01/02/24 0:00,12,Soft Codes,9294313,WELL TALK (PROPIA),75
01/02/24 0:00,12,Soft Codes,9294316,WELL TALK (PROPIA),57
01/02/24 0:00,12,Soft Codes,9294319,WELL TALK (PROPIA),56
01/02/24 0:00,12,Soft Codes,9294324,WELL TALK (PROPIA),53
01/02/24 0:00,12,Soft Codes,9294327,WELL TALK (PROPIA),60
01/02/24 0:00,122,Amex Error,8480738574,AMEX,31
01/02/24 0:00,13,Soft Codes,9222752,WELL TALK (PROPIA),1
01/02/24 0:00,13,Soft Codes,9255988,WELL TALK (PROPIA),1
01/02/24 0:00,13,Soft Codes,9255997,WELL TALK (PROPIA),1
01/02/24 0:00,13,Soft Codes,9256046,WELL TALK (PROPIA),1
01/02/24 0:00,13,Soft Codes,9267090,WELL TALK (PROPIA),1
01/02/24 0:00,13,Soft Codes,9294313,WELL TALK (PROPIA),1
01/02/24 0:00,13,Soft Codes,9294319,WELL TALK (PROPIA),1
01/02/24 0:00,14,Hard Codes,7861201,MIFEL (PROPIA),2
01/02/24 0:00,14,Hard Codes,7870607,MIFEL (PROPIA),3
01/02/24 0:00,14,Hard Codes,9014711,GPTM (PROPIA),1
01/02/24 0:00,14,Hard Codes,9094314,Bankaool,5
01/02/24 0:00,14,Hard Codes,9096259,Bankaool,5
01/02/24 0:00,14,Hard Codes,9105700,Bankaool,9
01/02/24 0:00,14,Hard Codes,9172541,WELL TALK (PROPIA),1
01/02/24 0:00,14,Hard Codes,9222744,WELL TALK (PROPIA),116
01/02/24 0:00,14,Hard Codes,9222751,WELL TALK (PROPIA),128
01/02/24 0:00,14,Hard Codes,9222752,WELL TALK (PROPIA),119
01/02/24 0:00,14,Hard Codes,9222805,WELL TALK (PROPIA),123
01/02/24 0:00,14,Hard Codes,9226542,WELL TALK (PROPIA),108
01/02/24 0:00,14,Hard Codes,9255967,WELL TALK (PROPIA),77
01/02/24 0:00,14,Hard Codes,9255983,WELL TALK (PROPIA),79
01/02/24 0:00,14,Hard Codes,9255988,WELL TALK (PROPIA),98
01/02/24 0:00,14,Hard Codes,9255997,WELL TALK (PROPIA),86
01/02/24 0:00,14,Hard Codes,9256046,WELL TALK (PROPIA),108
01/02/24 0:00,14,Hard Codes,9261095,Kushki,2
01/02/24 0:00,14,Hard Codes,9263608,WELL TALK (PROPIA),91
01/02/24 0:00,14,Hard Codes,9263640,WELL TALK (PROPIA),119
01/02/24 0:00,14,Hard Codes,9263652,WELL TALK (PROPIA),81
01/02/24 0:00,14,Hard Codes,9263653,WELL TALK (PROPIA),88
01/02/24 0:00,14,Hard Codes,9263654,WELL TALK (PROPIA),106
01/02/24 0:00,14,Hard Codes,9267088,WELL TALK (PROPIA),110
01/02/24 0:00,14,Hard Codes,9267090,WELL TALK (PROPIA),110
01/02/24 0:00,14,Hard Codes,9267092,WELL TALK (PROPIA),112
01/02/24 0:00,14,Hard Codes,9267095,WELL TALK (PROPIA),121
01/02/24 0:00,14,Hard Codes,9267098,WELL TALK (PROPIA),129
01/02/24 0:00,14,Hard Codes,9274526,WELL TALK (PROPIA),2
01/02/24 0:00,14,Hard Codes,9277028,CAPADOLA (PROPIA),43
01/02/24 0:00,14,Hard Codes,9277031,CAPADOLA (PROPIA),52
01/02/24 0:00,14,Hard Codes,9277036,CAPADOLA (PROPIA),37
01/02/24 0:00,14,Hard Codes,9277041,CAPADOLA (PROPIA),49
01/02/24 0:00,14,Hard Codes,9277044,CAPADOLA (PROPIA),29
01/02/24 0:00,14,Hard Codes,9277421,Kushki,1
01/02/24 0:00,14,Hard Codes,9294313,WELL TALK (PROPIA),29
01/02/24 0:00,14,Hard Codes,9294316,WELL TALK (PROPIA),29
01/02/24 0:00,14,Hard Codes,9294319,WELL TALK (PROPIA),26
01/02/24 0:00,14,Hard Codes,9294324,WELL TALK (PROPIA),24
01/02/24 0:00,14,Hard Codes,9294327,WELL TALK (PROPIA),33
01/02/24 0:00,2000,Iso Error,7861190,MIFEL (PROPIA),2
01/02/24 0:00,2000,Iso Error,7861191,MIFEL (PROPIA),1
01/02/24 0:00,2000,Iso Error,7861194,MIFEL (PROPIA),2
01/02/24 0:00,2000,Iso Error,7861201,MIFEL (PROPIA),2
01/02/24 0:00,2000,Iso Error,7861207,MIFEL (PROPIA),1
01/02/24 0:00,2000,Iso Error,7861216,MIFEL (PROPIA),2
01/02/24 0:00,2000,Iso Error,7861231,MIFEL (PROPIA),8
01/02/24 0:00,2000,Iso Error,7869964,MIFEL (PROPIA),10
01/02/24 0:00,2000,Iso Error,7869997,MIFEL (PROPIA),1
01/02/24 0:00,2000,Iso Error,7870019,MIFEL (PROPIA),3
01/02/24 0:00,2000,Iso Error,7870076,MIFEL (PROPIA),1
01/02/24 0:00,2000,Iso Error,7870085,MIFEL (PROPIA),9
01/02/24 0:00,2000,Iso Error,7870121,MIFEL (PROPIA),1
01/02/24 0:00,2000,Iso Error,7872417,MIFEL (PROPIA),6
01/02/24 0:00,2000,Iso Error,7872434,MIFEL (PROPIA),2
01/02/24 0:00,2000,Iso Error,7872447,MIFEL (PROPIA),2
01/02/24 0:00,2000,Iso Error,7993636,MIFEL (PROPIA),3
01/02/24 0:00,2000,Iso Error,7993701,MIFEL (PROPIA),5
01/02/24 0:00,2000,Iso Error,9014710,GPTM (PROPIA),17
01/02/24 0:00,2000,Iso Error,9014711,GPTM (PROPIA),8
01/02/24 0:00,2000,Iso Error,9089850,BANKAOOL,12
01/02/24 0:00,2000,Iso Error,9094314,Bankaool,108
01/02/24 0:00,2000,Iso Error,9096259,Bankaool,26
01/02/24 0:00,2000,Iso Error,9105576,WELL TALK (PROPIA),1
01/02/24 0:00,2000,Iso Error,9172541,WELL TALK (PROPIA),21
01/02/24 0:00,2000,Iso Error,9222744,WELL TALK (PROPIA),24
01/02/24 0:00,2000,Iso Error,9222751,WELL TALK (PROPIA),28
01/02/24 0:00,2000,Iso Error,9222752,WELL TALK (PROPIA),17
01/02/24 0:00,2000,Iso Error,9222805,WELL TALK (PROPIA),18
01/02/24 0:00,2000,Iso Error,9226542,WELL TALK (PROPIA),10
01/02/24 0:00,2000,Iso Error,9242977,GPTM (PROPIA),56
01/02/24 0:00,2000,Iso Error,9242978,GPTM (PROPIA),37
01/02/24 0:00,2000,Iso Error,9242979,GPTM (PROPIA),4
01/02/24 0:00,2000,Iso Error,9248005,BANKAOOL,1
01/02/24 0:00,2000,Iso Error,9255967,WELL TALK (PROPIA),10
01/02/24 0:00,2000,Iso Error,9255983,WELL TALK (PROPIA),19
01/02/24 0:00,2000,Iso Error,9255988,WELL TALK (PROPIA),11
01/02/24 0:00,2000,Iso Error,9255997,WELL TALK (PROPIA),11
01/02/24 0:00,2000,Iso Error,9256046,WELL TALK (PROPIA),11
01/02/24 0:00,2000,Iso Error,9258449,GPTM (PROPIA),12
01/02/24 0:00,2000,Iso Error,9261095,Kushki,38
01/02/24 0:00,2000,Iso Error,9261095,Kushki,9
01/02/24 0:00,2000,Iso Error,9263608,WELL TALK (PROPIA),16
01/02/24 0:00,2000,Iso Error,9263640,WELL TALK (PROPIA),11
01/02/24 0:00,2000,Iso Error,9263652,WELL TALK (PROPIA),10
01/02/24 0:00,2000,Iso Error,9263653,WELL TALK (PROPIA),20
01/02/24 0:00,2000,Iso Error,9263654,WELL TALK (PROPIA),12
01/02/24 0:00,2000,Iso Error,9267088,WELL TALK (PROPIA),22
01/02/24 0:00,2000,Iso Error,9267090,WELL TALK (PROPIA),21
01/02/24 0:00,2000,Iso Error,9267092,WELL TALK (PROPIA),24
01/02/24 0:00,2000,Iso Error,9267095,WELL TALK (PROPIA),23
01/02/24 0:00,2000,Iso Error,9267098,WELL TALK (PROPIA),25
01/02/24 0:00,2000,Iso Error,9268933,GPTM (PROPIA),28
01/02/24 0:00,2000,Iso Error,9274526,WELL TALK (PROPIA),19
01/02/24 0:00,2000,Iso Error,9277028,CAPADOLA (PROPIA),20
01/02/24 0:00,2000,Iso Error,9277031,CAPADOLA (PROPIA),5
01/02/24 0:00,2000,Iso Error,9277036,CAPADOLA (PROPIA),8
01/02/24 0:00,2000,Iso Error,9277041,CAPADOLA (PROPIA),30
01/02/24 0:00,2000,Iso Error,9277044,CAPADOLA (PROPIA),12
01/02/24 0:00,2000,Iso Error,9277421,Kushki,4
01/02/24 0:00,2000,Iso Error,9294313,WELL TALK (PROPIA),6
01/02/24 0:00,2000,Iso Error,9294316,WELL TALK (PROPIA),7
01/02/24 0:00,2000,Iso Error,9294319,WELL TALK (PROPIA),10
01/02/24 0:00,2000,Iso Error,9294324,WELL TALK (PROPIA),10
01/02/24 0:00,2000,Iso Error,9294327,WELL TALK (PROPIA),16
01/02/24 0:00,30,Soft Codes,7861191,MIFEL (PROPIA),6
01/02/24 0:00,30,Soft Codes,7870607,MIFEL (PROPIA),1
01/02/24 0:00,30,Soft Codes,9014710,GPTM (PROPIA),43
01/02/24 0:00,30,Soft Codes,9014711,GPTM (PROPIA),6
01/02/24 0:00,30,Soft Codes,9089850,BANKAOOL,2
01/02/24 0:00,30,Soft Codes,9094314,Bankaool,4
01/02/24 0:00,30,Soft Codes,9096259,Bankaool,5
01/02/24 0:00,30,Soft Codes,9105700,Bankaool,3
01/02/24 0:00,30,Soft Codes,9172541,WELL TALK (PROPIA),2
01/02/24 0:00,30,Soft Codes,9176890,WELL TALK (PROPIA),1
01/02/24 0:00,30,Soft Codes,9242977,GPTM (PROPIA),1
01/02/24 0:00,30,Soft Codes,9242978,GPTM (PROPIA),2
01/02/24 0:00,30,Soft Codes,9258449,GPTM (PROPIA),3
01/02/24 0:00,30,Soft Codes,9261095,Kushki,247
01/02/24 0:00,30,Soft Codes,9261095,Kushki,71
01/02/24 0:00,30,Soft Codes,9268933,GPTM (PROPIA),6
01/02/24 0:00,30,Soft Codes,9277421,Kushki,28
01/02/24 0:00,30,Soft Codes,9277634,Kushki,2
01/02/24 0:00,3000,Soft Codes,9014711,GPTM (PROPIA),3
01/02/24 0:00,3000,Soft Codes,9222744,WELL TALK (PROPIA),1
01/02/24 0:00,3000,Soft Codes,9222751,WELL TALK (PROPIA),3
01/02/24 0:00,3000,Soft Codes,9222805,WELL TALK (PROPIA),3
01/02/24 0:00,3000,Soft Codes,9226542,WELL TALK (PROPIA),3
01/02/24 0:00,3000,Soft Codes,9242977,GPTM (PROPIA),2
01/02/24 0:00,3000,Soft Codes,9255997,WELL TALK (PROPIA),1
01/02/24 0:00,36,Soft Codes,9089850,BANKAOOL,1
01/02/24 0:00,36,Soft Codes,9094314,Bankaool,7
01/02/24 0:00,36,Soft Codes,9096259,Bankaool,1
01/02/24 0:00,41,Hard Codes,7870085,MIFEL (PROPIA),1
01/02/24 0:00,41,Hard Codes,9261095,Kushki,2
01/02/24 0:00,41,Hard Codes,9274526,WELL TALK (PROPIA),2
01/02/24 0:00,43,Hard Codes,7861203,MIFEL (PROPIA),1
01/02/24 0:00,43,Hard Codes,9094314,Bankaool,2
01/02/24 0:00,43,Hard Codes,9222744,WELL TALK (PROPIA),1
01/02/24 0:00,43,Hard Codes,9222752,WELL TALK (PROPIA),2
01/02/24 0:00,43,Hard Codes,9222805,WELL TALK (PROPIA),2
01/02/24 0:00,43,Hard Codes,9255983,WELL TALK (PROPIA),4
01/02/24 0:00,43,Hard Codes,9263640,WELL TALK (PROPIA),1
01/02/24 0:00,43,Hard Codes,9263652,WELL TALK (PROPIA),1
01/02/24 0:00,43,Hard Codes,9277041,CAPADOLA (PROPIA),1
01/02/24 0:00,51,Soft Codes,7861190,MIFEL (PROPIA),8
01/02/24 0:00,51,Soft Codes,7861191,MIFEL (PROPIA),13
01/02/24 0:00,51,Soft Codes,7861194,MIFEL (PROPIA),6
01/02/24 0:00,51,Soft Codes,7861201,MIFEL (PROPIA),19
01/02/24 0:00,51,Soft Codes,7861203,MIFEL (PROPIA),13
01/02/24 0:00,51,Soft Codes,7861205,MIFEL (PROPIA),10
01/02/24 0:00,51,Soft Codes,7861207,MIFEL (PROPIA),10
01/02/24 0:00,51,Soft Codes,7861216,MIFEL (PROPIA),14
01/02/24 0:00,51,Soft Codes,7861219,MIFEL (PROPIA),10
01/02/24 0:00,51,Soft Codes,7861224,MIFEL (PROPIA),3
01/02/24 0:00,51,Soft Codes,7861231,MIFEL (PROPIA),6
01/02/24 0:00,51,Soft Codes,7861235,MIFEL (PROPIA),6
01/02/24 0:00,51,Soft Codes,7861238,MIFEL (PROPIA),7
01/02/24 0:00,51,Soft Codes,7869964,MIFEL (PROPIA),16
01/02/24 0:00,51,Soft Codes,7869997,MIFEL (PROPIA),5
01/02/24 0:00,51,Soft Codes,7870019,MIFEL (PROPIA),10
01/02/24 0:00,51,Soft Codes,7870023,MIFEL (PROPIA),9
01/02/24 0:00,51,Soft Codes,7870076,MIFEL (PROPIA),14
01/02/24 0:00,51,Soft Codes,7870085,MIFEL (PROPIA),12
01/02/24 0:00,51,Soft Codes,7870110,MIFEL (PROPIA),5
01/02/24 0:00,51,Soft Codes,7870121,MIFEL (PROPIA),2
01/02/24 0:00,51,Soft Codes,7870134,MIFEL (PROPIA),27
01/02/24 0:00,51,Soft Codes,7870607,MIFEL (PROPIA),17
01/02/24 0:00,51,Soft Codes,7870627,MIFEL (PROPIA),12
01/02/24 0:00,51,Soft Codes,7872417,MIFEL (PROPIA),4
01/02/24 0:00,51,Soft Codes,7872434,MIFEL (PROPIA),10
01/02/24 0:00,51,Soft Codes,7872447,MIFEL (PROPIA),8
01/02/24 0:00,51,Soft Codes,7873661,MIFEL (PROPIA),11
01/02/24 0:00,51,Soft Codes,7993636,MIFEL (PROPIA),11
01/02/24 0:00,51,Soft Codes,7993701,MIFEL (PROPIA),3
01/02/24 0:00,51,Soft Codes,8168970,MIFEL (PROPIA),5
01/02/24 0:00,51,Soft Codes,8168976,MIFEL (PROPIA),2
01/02/24 0:00,51,Soft Codes,9014710,GPTM (PROPIA),68
01/02/24 0:00,51,Soft Codes,9014711,GPTM (PROPIA),18
01/02/24 0:00,51,Soft Codes,9089850,BANKAOOL,11
01/02/24 0:00,51,Soft Codes,9094314,Bankaool,177
01/02/24 0:00,51,Soft Codes,9096259,Bankaool,17
01/02/24 0:00,51,Soft Codes,9105593,WELL TALK (PROPIA),1
01/02/24 0:00,51,Soft Codes,9172541,WELL TALK (PROPIA),72
01/02/24 0:00,51,Soft Codes,9222744,WELL TALK (PROPIA),419
01/02/24 0:00,51,Soft Codes,9222751,WELL TALK (PROPIA),422
01/02/24 0:00,51,Soft Codes,9222752,WELL TALK (PROPIA),407
01/02/24 0:00,51,Soft Codes,9222805,WELL TALK (PROPIA),444
01/02/24 0:00,51,Soft Codes,9226542,WELL TALK (PROPIA),434
01/02/24 0:00,51,Soft Codes,9242977,GPTM (PROPIA),42
01/02/24 0:00,51,Soft Codes,9242978,GPTM (PROPIA),49
01/02/24 0:00,51,Soft Codes,9242979,GPTM (PROPIA),11
01/02/24 0:00,51,Soft Codes,9255967,WELL TALK (PROPIA),221
01/02/24 0:00,51,Soft Codes,9255983,WELL TALK (PROPIA),250
01/02/24 0:00,51,Soft Codes,9255988,WELL TALK (PROPIA),232
01/02/24 0:00,51,Soft Codes,9255997,WELL TALK (PROPIA),186
01/02/24 0:00,51,Soft Codes,9256046,WELL TALK (PROPIA),206
01/02/24 0:00,51,Soft Codes,9256336,BANKAOOL,1
01/02/24 0:00,51,Soft Codes,9256630,Bankaool,1
01/02/24 0:00,51,Soft Codes,9258449,GPTM (PROPIA),4
01/02/24 0:00,51,Soft Codes,9261095,Kushki,80
01/02/24 0:00,51,Soft Codes,9261095,Kushki,4
01/02/24 0:00,51,Soft Codes,9261764,GPTM,1
01/02/24 0:00,51,Soft Codes,9261811,GPTM,1
01/02/24 0:00,51,Soft Codes,9263608,WELL TALK (PROPIA),290
01/02/24 0:00,51,Soft Codes,9263640,WELL TALK (PROPIA),521
01/02/24 0:00,51,Soft Codes,9263652,WELL TALK (PROPIA),304
01/02/24 0:00,51,Soft Codes,9263653,WELL TALK (PROPIA),337
01/02/24 0:00,51,Soft Codes,9263654,WELL TALK (PROPIA),365
01/02/24 0:00,51,Soft Codes,9267088,WELL TALK (PROPIA),433
01/02/24 0:00,51,Soft Codes,9267090,WELL TALK (PROPIA),501
01/02/24 0:00,51,Soft Codes,9267092,WELL TALK (PROPIA),509
01/02/24 0:00,51,Soft Codes,9267095,WELL TALK (PROPIA),530
01/02/24 0:00,51,Soft Codes,9267098,WELL TALK (PROPIA),529
01/02/24 0:00,51,Soft Codes,9268933,GPTM (PROPIA),41
01/02/24 0:00,51,Soft Codes,9274526,WELL TALK (PROPIA),30
01/02/24 0:00,51,Soft Codes,9277028,CAPADOLA (PROPIA),101
01/02/24 0:00,51,Soft Codes,9277031,CAPADOLA (PROPIA),91
01/02/24 0:00,51,Soft Codes,9277036,CAPADOLA (PROPIA),113
01/02/24 0:00,51,Soft Codes,9277041,CAPADOLA (PROPIA),107
01/02/24 0:00,51,Soft Codes,9277044,CAPADOLA (PROPIA),79
01/02/24 0:00,51,Soft Codes,9277421,Kushki,1
01/02/24 0:00,51,Soft Codes,9279181,BANKAOOL,1
01/02/24 0:00,51,Soft Codes,9294313,WELL TALK (PROPIA),147
01/02/24 0:00,51,Soft Codes,9294316,WELL TALK (PROPIA),150
01/02/24 0:00,51,Soft Codes,9294319,WELL TALK (PROPIA),151
01/02/24 0:00,51,Soft Codes,9294324,WELL TALK (PROPIA),127
01/02/24 0:00,51,Soft Codes,9294327,WELL TALK (PROPIA),174
01/02/24 0:00,54,Hard Codes,7189495,PAGO FACIL,4
01/02/24 0:00,54,Hard Codes,7870076,MIFEL (PROPIA),1
01/02/24 0:00,54,Hard Codes,7870607,MIFEL (PROPIA),1
01/02/24 0:00,54,Hard Codes,7872434,MIFEL (PROPIA),2
01/02/24 0:00,54,Hard Codes,7872447,MIFEL (PROPIA),2
01/02/24 0:00,54,Hard Codes,8168970,MIFEL (PROPIA),1
01/02/24 0:00,54,Hard Codes,9014710,GPTM (PROPIA),1
01/02/24 0:00,54,Hard Codes,9089850,BANKAOOL,1
01/02/24 0:00,54,Hard Codes,9094314,Bankaool,1
01/02/24 0:00,54,Hard Codes,9096259,Bankaool,1
01/02/24 0:00,54,Hard Codes,9105700,Bankaool,3
01/02/24 0:00,54,Hard Codes,9172541,WELL TALK (PROPIA),1
01/02/24 0:00,54,Hard Codes,9222744,WELL TALK (PROPIA),8
01/02/24 0:00,54,Hard Codes,9222751,WELL TALK (PROPIA),5
01/02/24 0:00,54,Hard Codes,9222752,WELL TALK (PROPIA),2
01/02/24 0:00,54,Hard Codes,9222805,WELL TALK (PROPIA),8
01/02/24 0:00,54,Hard Codes,9226542,WELL TALK (PROPIA),3
01/02/24 0:00,54,Hard Codes,9242978,GPTM (PROPIA),1
01/02/24 0:00,54,Hard Codes,9255967,WELL TALK (PROPIA),3
01/02/24 0:00,54,Hard Codes,9255983,WELL TALK (PROPIA),1
01/02/24 0:00,54,Hard Codes,9255988,WELL TALK (PROPIA),5
01/02/24 0:00,54,Hard Codes,9255997,WELL TALK (PROPIA),2
01/02/24 0:00,54,Hard Codes,9256046,WELL TALK (PROPIA),2
01/02/24 0:00,54,Hard Codes,9263608,WELL TALK (PROPIA),4
01/02/24 0:00,54,Hard Codes,9263640,WELL TALK (PROPIA),12
01/02/24 0:00,54,Hard Codes,9263652,WELL TALK (PROPIA),1
01/02/24 0:00,54,Hard Codes,9263654,WELL TALK (PROPIA),3
01/02/24 0:00,54,Hard Codes,9267088,WELL TALK (PROPIA),10
01/02/24 0:00,54,Hard Codes,9267090,WELL TALK (PROPIA),15
01/02/24 0:00,54,Hard Codes,9267092,WELL TALK (PROPIA),12
01/02/24 0:00,54,Hard Codes,9267095,WELL TALK (PROPIA),15
01/02/24 0:00,54,Hard Codes,9267098,WELL TALK (PROPIA),9
01/02/24 0:00,54,Hard Codes,9277028,CAPADOLA (PROPIA),4
01/02/24 0:00,54,Hard Codes,9277031,CAPADOLA (PROPIA),4
01/02/24 0:00,54,Hard Codes,9277036,CAPADOLA (PROPIA),6
01/02/24 0:00,54,Hard Codes,9277041,CAPADOLA (PROPIA),3
01/02/24 0:00,54,Hard Codes,9277044,CAPADOLA (PROPIA),3
01/02/24 0:00,54,Hard Codes,9294319,WELL TALK (PROPIA),2
01/02/24 0:00,54,Hard Codes,9294327,WELL TALK (PROPIA),2
01/02/24 0:00,55,Soft Codes,7861194,MIFEL (PROPIA),3
01/02/24 0:00,55,Soft Codes,7861216,MIFEL (PROPIA),2
01/02/24 0:00,55,Soft Codes,7869997,MIFEL (PROPIA),2
01/02/24 0:00,55,Soft Codes,7870085,MIFEL (PROPIA),2
01/02/24 0:00,55,Soft Codes,9014711,GPTM (PROPIA),2
01/02/24 0:00,55,Soft Codes,9094314,Bankaool,1
01/02/24 0:00,55,Soft Codes,9242977,GPTM (PROPIA),1
01/02/24 0:00,56,Hard Codes,7861219,MIFEL (PROPIA),1
01/02/24 0:00,56,Hard Codes,7870110,MIFEL (PROPIA),1
01/02/24 0:00,56,Hard Codes,9014710,GPTM (PROPIA),2
01/02/24 0:00,56,Hard Codes,9096259,Bankaool,1
01/02/24 0:00,56,Hard Codes,9105700,Bankaool,4
01/02/24 0:00,56,Hard Codes,9172541,WELL TALK (PROPIA),2
01/02/24 0:00,56,Hard Codes,9222744,WELL TALK (PROPIA),1
01/02/24 0:00,56,Hard Codes,9255967,WELL TALK (PROPIA),1
01/02/24 0:00,56,Hard Codes,9255997,WELL TALK (PROPIA),1
01/02/24 0:00,56,Hard Codes,9261095,Kushki,2
01/02/24 0:00,56,Hard Codes,9263640,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,7861235,MIFEL (PROPIA),1
01/02/24 0:00,57,Soft Codes,7870134,MIFEL (PROPIA),3
01/02/24 0:00,57,Soft Codes,9014710,GPTM (PROPIA),6
01/02/24 0:00,57,Soft Codes,9014711,GPTM (PROPIA),3
01/02/24 0:00,57,Soft Codes,9094314,Bankaool,14
01/02/24 0:00,57,Soft Codes,9096259,Bankaool,1
01/02/24 0:00,57,Soft Codes,9213552,BANKAOOL,1
01/02/24 0:00,57,Soft Codes,9222744,WELL TALK (PROPIA),2
01/02/24 0:00,57,Soft Codes,9222751,WELL TALK (PROPIA),3
01/02/24 0:00,57,Soft Codes,9222752,WELL TALK (PROPIA),3
01/02/24 0:00,57,Soft Codes,9222805,WELL TALK (PROPIA),3
01/02/24 0:00,57,Soft Codes,9226542,WELL TALK (PROPIA),4
01/02/24 0:00,57,Soft Codes,9242977,GPTM (PROPIA),3
01/02/24 0:00,57,Soft Codes,9242978,GPTM (PROPIA),6
01/02/24 0:00,57,Soft Codes,9242979,GPTM (PROPIA),1
01/02/24 0:00,57,Soft Codes,9255983,WELL TALK (PROPIA),2
01/02/24 0:00,57,Soft Codes,9255988,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,9255997,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,9256046,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,9258449,GPTM (PROPIA),15
01/02/24 0:00,57,Soft Codes,9261095,Kushki,12
01/02/24 0:00,57,Soft Codes,9263608,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,9263640,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,9263652,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,9263654,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,9267088,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,9267090,WELL TALK (PROPIA),2
01/02/24 0:00,57,Soft Codes,9267092,WELL TALK (PROPIA),5
01/02/24 0:00,57,Soft Codes,9267095,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,9268933,GPTM (PROPIA),17
01/02/24 0:00,57,Soft Codes,9277028,CAPADOLA (PROPIA),4
01/02/24 0:00,57,Soft Codes,9277031,CAPADOLA (PROPIA),3
01/02/24 0:00,57,Soft Codes,9277036,CAPADOLA (PROPIA),3
01/02/24 0:00,57,Soft Codes,9277041,CAPADOLA (PROPIA),3
01/02/24 0:00,57,Soft Codes,9277044,CAPADOLA (PROPIA),2
01/02/24 0:00,57,Soft Codes,9294313,WELL TALK (PROPIA),1
01/02/24 0:00,57,Soft Codes,9294324,WELL TALK (PROPIA),2
01/02/24 0:00,57,Soft Codes,9294327,WELL TALK (PROPIA),2
01/02/24 0:00,6000,Iso Error,7861201,MIFEL (PROPIA),3
01/02/24 0:00,6000,Iso Error,7861235,MIFEL (PROPIA),3
01/02/24 0:00,6000,Iso Error,7861238,MIFEL (PROPIA),2
01/02/24 0:00,6000,Iso Error,7869964,MIFEL (PROPIA),2
01/02/24 0:00,6000,Iso Error,7870134,MIFEL (PROPIA),2
01/02/24 0:00,6000,Iso Error,7872434,MIFEL (PROPIA),1
01/02/24 0:00,6000,Iso Error,9014710,GPTM (PROPIA),10
01/02/24 0:00,6000,Iso Error,9094314,Bankaool,8
01/02/24 0:00,6000,Iso Error,9172541,WELL TALK (PROPIA),3
01/02/24 0:00,6000,Iso Error,9222744,WELL TALK (PROPIA),54
01/02/24 0:00,6000,Iso Error,9222751,WELL TALK (PROPIA),45
01/02/24 0:00,6000,Iso Error,9222752,WELL TALK (PROPIA),50
01/02/24 0:00,6000,Iso Error,9222805,WELL TALK (PROPIA),51
01/02/24 0:00,6000,Iso Error,9226542,WELL TALK (PROPIA),54
01/02/24 0:00,6000,Iso Error,9255967,WELL TALK (PROPIA),62
01/02/24 0:00,6000,Iso Error,9255983,WELL TALK (PROPIA),43
01/02/24 0:00,6000,Iso Error,9255988,WELL TALK (PROPIA),50
01/02/24 0:00,6000,Iso Error,9255997,WELL TALK (PROPIA),56
01/02/24 0:00,6000,Iso Error,9256046,WELL TALK (PROPIA),39
01/02/24 0:00,6000,Iso Error,9263608,WELL TALK (PROPIA),56
01/02/24 0:00,6000,Iso Error,9263640,WELL TALK (PROPIA),97
01/02/24 0:00,6000,Iso Error,9263652,WELL TALK (PROPIA),45
01/02/24 0:00,6000,Iso Error,9263653,WELL TALK (PROPIA),39
01/02/24 0:00,6000,Iso Error,9263654,WELL TALK (PROPIA),43
01/02/24 0:00,6000,Iso Error,9267088,WELL TALK (PROPIA),97
01/02/24 0:00,6000,Iso Error,9267090,WELL TALK (PROPIA),82
01/02/24 0:00,6000,Iso Error,9267092,WELL TALK (PROPIA),118
01/02/24 0:00,6000,Iso Error,9267095,WELL TALK (PROPIA),111
01/02/24 0:00,6000,Iso Error,9267098,WELL TALK (PROPIA),93
01/02/24 0:00,6000,Iso Error,9277028,CAPADOLA (PROPIA),22
